Marca temporal,¿Eres de nacionalidad venezolana?,maría josé cristina,stes,eumaría del,yatriz,maría de la helevin,olima,gaura,karlos enriquel aleja,rau,marguel,geomalejaneth,maría helyn,ara,flory,corin,yula,manuel alerith,fabiania,geudo,maría hel,yiliferlinyerlea,yumelicia,josé mnlis,josé josé,noela,yenis, maría del alejandrésan,marge,bela,maría coúo,nel,maribella,ales,lio,napatrid,red,marturo,andra,alomoto,maranto,francio,pedro josé jescar,gerson,oer,carolin,aleria angel,ilia,maría josúatías,wilfreddy,pedro dauel,elea,jaco,eumarita,neis,karelys,ofreda,glena,maro,eucarótta,jóaira,óid,napbebeo,joónicela,rolimaría teres,gus,engelice,maría virgin,litua,ira,johnny,maría fernandreana,ara,angelenda,irnara,yggega,lattu,mariel alenessa,maría gabriel anrancio,mar,maría josé enriquel,neita,nubio,hersca,jorca,lydi,alena,jaco,men,georgariel carlos,doohany,blepdyyn,nella,josé jesus,bel,maría heloína,maría virginya,neida,zaniel,ste,alejandrés,wilftuco,georgarin,lulia,yenis,pedro dania,gustefanessa,geritzy,nauel,beth,jealifer,yenira,mar,dalecia,felba,francio,bibibiana,meybeatrid,alejanl,elo,maría alerina,gubio,nataly,ila,alerina,kathe,yaico,coro,vivl gabriana,manuelyn,natalica,alomoto,zayfelis,oarantonior,maro,brancito,axciel alejandl carolimar,miguel alejaneía,juan manuel caro,alep,maría fer,eumhelin,mar,dalejanexlady,yabto,dania,sara,mar,georossa,carmelica,margaria angy,anes,alomoto,oulia,kronatan,zoraly,luisabeth,mer,aleja,josé antonela,oscardo,migua,arely,jorgania,geomalix,maría valenjania,jovangelisset,maría gabriel carmelia,mayudel aleja, valejanda
25/03/2024 12:48:36,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
25/03/2024 12:49:21,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No
25/03/2024 12:54:13,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,No,No
25/03/2024 12:59:03,Sí,Sí,No,No,No,Sí,No,No,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No
25/03/2024 13:07:56,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,No,No
25/03/2024 13:25:31,Sí,Sí,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No
25/03/2024 13:46:12,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,Sí,Sí,"Sí, No",Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,"Sí, No",Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,"Sí, No",Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,"Sí, No",Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí
25/03/2024 14:10:58,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No
25/03/2024 14:23:33,Sí,Sí,No,Sí,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí
25/03/2024 14:34:45,Sí,No,No,Sí,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No
25/03/2024 14:37:12,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Sí,No,No
25/03/2024 14:43:11,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí
25/03/2024 15:02:11,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
25/03/2024 15:40:11,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No
25/03/2024 16:40:18,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No
25/03/2024 16:45:43,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,No
25/03/2024 16:51:40,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No
25/03/2024 17:22:00,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No
25/03/2024 17:47:20,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,"Sí, No",No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
25/03/2024 17:47:54,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,Sí,No,No
25/03/2024 19:03:51,Sí,Sí,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No
25/03/2024 19:59:47,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No
25/03/2024 21:13:38,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,No
25/03/2024 21:14:05,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí
25/03/2024 22:57:45,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,No,No
